year,benign_total,malware_total,total_samples,val_samples,train_chunks,epochs,best_val_accuracy,best_val_loss,final_train_loss,final_val_loss,final_val_accuracy,learning_rate,continued_from_checkpoint
2020,500,500,1000,100,30,10,0.91,0.20239875465631485,0.0651398878544569,0.23203878104686737,0.9,0.001,False
