year,benign_total,malware_total,total_samples,val_samples,train_chunks,epochs,best_val_accuracy,best_val_loss,final_train_loss,final_val_loss,final_val_accuracy,learning_rate,continued_from_checkpoint
2022,500,310,810,81,20,10,0.9382716049382716,0.12673120200634003,0.04986667881409327,0.1298845261335373,0.9382716049382716,0.0003,True
